Experience,Fees,Place1,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
4,200,0,1,0,0,0,0
24,600,3,0,1,0,0,0
32,100,1,0,0,0,1,0
28,300,0,0,0,0,1,0
7,650,5,0,1,0,0,0
13,250,5,0,0,0,1,0
22,100,6,0,0,0,0,1
13,700,3,0,1,0,0,0
17,400,0,0,0,0,1,0
9,600,6,0,1,0,0,0
3,200,5,0,0,0,1,0
37,50,6,0,0,0,0,0
14,200,3,1,0,0,0,0
31,900,3,0,0,0,1,0
16,450,0,0,0,0,0,1
3,250,4,0,0,1,0,0
14,450,5,0,1,0,0,0
10,600,6,0,0,0,1,0
8,700,3,0,1,0,0,0
35,400,0,1,0,0,0,0
19,150,1,0,0,1,0,0
54,500,7,0,0,0,1,0
46,150,2,0,0,0,1,0
6,250,5,1,0,0,0,0
16,400,0,0,0,1,0,0
15,100,6,0,0,0,0,1
44,300,6,0,0,0,1,0
0,100,1,0,0,1,0,0
20,200,3,0,0,0,0,0
7,250,3,1,0,0,0,0
44,100,4,0,0,0,1,0
0,200,5,0,0,0,0,1
19,500,6,0,0,0,0,0
6,200,5,1,0,0,0,0
19,800,3,0,0,1,0,0
39,100,3,0,0,0,1,0
47,500,0,0,0,0,1,0
16,400,5,0,1,0,0,0
12,150,0,0,0,0,0,0
13,400,5,0,0,1,0,0
11,550,3,0,0,1,0,0
5,300,0,0,0,0,0,0
29,350,0,0,1,0,0,0
16,800,6,0,0,0,1,0
41,100,3,0,0,0,1,0
13,300,1,0,0,0,1,0
12,100,2,1,0,0,0,0
7,500,5,0,0,0,1,0
13,450,0,0,0,0,1,0
38,300,2,0,0,0,1,0
21,100,6,0,0,0,0,0
13,350,0,0,0,0,0,0
21,500,3,0,0,0,0,1
2,250,3,1,0,0,0,0
17,100,6,0,0,1,0,0
24,150,1,0,0,0,1,0
12,400,0,0,0,0,1,0
9,100,6,0,0,0,0,0
18,100,6,1,0,0,0,0
8,100,0,1,0,0,0,0
18,300,3,0,1,0,0,0
43,200,0,0,0,0,1,0
12,500,3,1,0,0,0,0
30,100,3,0,0,1,0,0
30,700,6,0,0,1,0,0
11,50,4,0,0,0,0,1
28,500,6,0,0,0,1,0
19,300,0,0,0,0,0,0
11,200,0,0,0,0,0,0
2,100,6,1,0,0,0,0
27,100,4,1,0,0,0,0
24,300,3,0,0,0,0,1
0,100,3,0,0,0,0,0
16,100,6,0,0,0,0,0
20,250,0,0,0,1,0,0
14,350,0,0,1,0,0,0
15,100,5,1,0,0,0,0
12,100,6,0,0,1,0,0
17,300,3,0,0,0,0,1
20,200,1,1,0,0,0,0
6,150,7,0,0,0,0,1
12,300,0,0,1,0,0,0
19,300,6,0,0,0,0,0
16,400,1,0,0,0,1,0
20,200,5,1,0,0,0,0
17,500,5,0,1,0,0,0
38,600,5,0,0,0,1,0
43,100,3,0,1,0,0,0
11,300,5,0,0,0,0,1
21,350,1,0,0,1,0,0
9,200,5,1,0,0,0,0
7,200,1,1,0,0,0,0
7,200,1,0,1,0,0,0
9,100,3,0,0,0,1,0
13,500,5,0,1,0,0,0
28,300,0,0,0,1,0,0
7,600,0,0,1,0,0,0
27,450,0,0,0,0,1,0
18,900,6,0,1,0,0,0
2,500,0,0,1,0,0,0
16,100,0,1,0,0,0,0
18,300,0,1,0,0,0,0
3,700,0,0,1,0,0,0
8,100,3,0,0,0,0,1
0,150,2,1,0,0,0,0
29,500,5,0,1,0,0,0
7,350,5,0,0,0,1,0
33,500,3,0,0,1,0,0
3,500,6,1,0,0,0,0
19,200,5,1,0,0,0,0
2,300,5,0,0,1,0,0
31,800,3,0,0,0,1,0
18,200,3,1,0,0,0,0
7,300,1,0,0,1,0,0
5,500,3,0,1,0,0,0
3,100,1,1,0,0,0,0
15,800,3,0,1,0,0,0
15,300,3,1,0,0,0,0
34,500,3,0,0,0,0,0
28,100,1,0,0,0,1,0
7,400,6,0,0,0,1,0
22,500,1,0,0,0,1,0
25,500,1,1,0,0,0,0
15,250,1,0,0,1,0,0
10,500,3,1,0,0,0,0
8,400,0,0,0,0,0,1
11,400,0,0,0,1,0,0
21,200,3,0,0,0,0,0
24,400,5,0,1,0,0,0
16,80,6,0,0,0,0,0
28,100,3,0,0,0,1,0
20,400,5,0,0,0,1,0
7,100,0,0,0,0,0,1
18,50,6,0,0,0,0,0
2,200,0,1,0,0,0,0
3,100,0,1,0,0,0,0
24,100,6,0,0,0,0,0
39,500,5,0,1,0,0,0
11,150,3,0,0,0,0,0
7,500,5,1,0,0,0,0
6,500,0,0,1,0,0,0
20,300,6,0,0,0,0,1
23,300,0,0,0,0,0,0
20,500,6,0,0,0,0,0
9,200,6,1,0,0,0,0
8,150,5,0,0,0,0,1
7,100,6,1,0,0,0,0
36,100,6,0,1,0,0,0
9,200,1,0,0,0,0,1
33,100,1,0,0,0,1,0
32,500,5,0,0,1,0,0
19,250,2,0,0,0,1,0
28,500,0,0,0,0,1,0
37,600,6,0,0,0,1,0
7,350,5,0,1,0,0,0
3,200,6,0,0,0,0,0
5,600,0,0,1,0,0,0
15,200,7,1,0,0,0,0
9,200,0,0,0,0,0,0
22,300,6,0,0,0,0,0
8,300,0,0,0,0,0,0
11,100,0,0,0,0,0,0
8,400,0,0,0,0,0,0
0,100,6,1,0,0,0,0
16,500,6,0,0,0,0,1
19,350,1,0,0,0,1,0
9,100,2,1,0,0,0,0
6,100,1,1,0,0,0,0
8,500,0,0,0,1,0,0
19,400,6,0,1,0,0,0
18,100,5,0,0,0,0,1
42,400,6,0,0,0,1,0
4,300,5,1,0,0,0,0
24,250,5,0,0,0,1,0
20,50,6,0,0,0,0,0
13,500,5,0,0,0,1,0
2,200,1,1,0,0,0,0
19,350,0,0,0,0,0,1
22,100,7,0,0,0,1,0
20,100,1,0,0,0,1,0
11,200,5,1,0,0,0,0
25,150,3,0,0,0,0,0
11,100,6,0,0,0,0,1
18,500,3,1,0,0,0,0
7,200,6,1,0,0,0,0
18,350,5,0,0,1,0,0
4,500,0,0,0,0,1,0
13,250,1,0,0,1,0,0
16,300,0,0,0,0,0,1
14,250,6,0,0,0,0,0
9,100,2,1,0,0,0,0
24,300,0,0,0,1,0,0
33,600,3,0,0,1,0,0
9,100,2,1,0,0,0,0
18,700,6,0,0,1,0,0
32,200,5,0,0,0,1,0
23,200,6,0,0,0,1,0
18,500,0,0,1,0,0,0
17,250,1,0,0,1,0,0
11,500,3,0,0,1,0,0
16,300,0,1,0,0,0,0
30,400,3,0,0,0,0,1
24,300,0,0,0,0,1,0
28,350,5,0,0,0,1,0
3,150,3,0,0,1,0,0
10,300,0,1,0,0,0,0
13,200,5,0,0,1,0,0
37,100,1,0,0,0,1,0
35,100,3,0,0,0,1,0
23,100,6,0,1,0,0,0
19,100,6,0,0,0,0,0
39,100,1,0,0,1,0,0
16,200,4,1,0,0,0,0
21,500,3,0,1,0,0,0
13,400,6,0,0,0,1,0
7,100,1,0,0,0,1,0
15,800,6,0,0,1,0,0
15,400,3,0,1,0,0,0
38,100,3,0,0,0,1,0
19,350,0,0,1,0,0,0
6,150,3,1,0,0,0,0
32,100,6,0,0,0,1,0
12,100,6,1,0,0,0,0
9,100,3,0,1,0,0,0
13,100,2,1,0,0,0,0
18,500,0,0,0,0,0,1
12,150,5,1,0,0,0,0
25,100,6,0,1,0,0,0
9,700,3,0,1,0,0,0
9,100,1,1,0,0,0,0
12,400,5,0,0,0,1,0
19,200,1,0,0,1,0,0
6,200,3,0,0,0,0,0
10,300,0,0,0,0,0,1
27,100,6,0,0,1,0,0
21,300,1,0,0,0,1,0
22,200,5,0,0,0,1,0
26,100,6,0,0,0,1,0
11,100,3,1,0,0,0,0
8,100,5,1,0,0,0,0
0,200,2,1,0,0,0,0
24,200,4,0,0,0,0,1
38,200,3,0,0,0,1,0
14,200,1,0,0,1,0,0
7,100,1,1,0,0,0,0
29,600,5,0,0,0,1,0
22,700,3,0,1,0,0,0
19,300,3,1,0,0,0,0
18,200,0,0,0,1,0,0
14,700,6,0,0,0,1,0
5,800,3,0,1,0,0,0
26,300,6,0,0,0,0,0
13,200,3,0,0,0,0,1
18,600,0,0,1,0,0,0
9,300,5,0,0,0,0,1
40,100,6,0,0,0,0,1
27,100,0,1,0,0,0,0
13,100,4,1,0,0,0,0
13,200,0,1,0,0,0,0
5,500,6,0,0,0,0,0
27,400,3,0,0,0,0,1
39,100,0,0,0,0,1,0
9,100,6,1,0,0,0,0
22,200,1,0,0,0,1,0
7,300,0,0,0,0,1,0
37,500,3,0,0,0,1,0
3,200,3,1,0,0,0,0
8,300,0,0,0,0,0,0
19,200,7,1,0,0,0,0
30,500,5,0,0,1,0,0
24,100,0,0,0,1,0,0
8,100,5,0,1,0,0,0
4,250,3,1,0,0,0,0
2,200,5,0,0,0,0,0
8,250,5,0,0,1,0,0
5,100,3,0,0,0,0,1
13,150,5,0,0,0,0,1
19,400,0,0,0,0,0,1
22,200,1,0,0,0,0,1
19,200,2,1,0,0,0,0
10,200,5,0,0,0,0,0
12,300,5,0,1,0,0,0
13,100,2,1,0,0,0,0
9,100,6,0,1,0,0,0
5,150,5,0,0,0,0,0
8,100,6,0,0,0,0,0
14,800,6,0,0,1,0,0
16,250,0,0,0,1,0,0
3,300,0,0,0,0,0,1
21,450,5,0,0,1,0,0
12,300,2,1,0,0,0,0
7,300,5,0,0,1,0,0
9,200,4,0,0,0,0,0
11,600,0,0,0,1,0,0
17,600,1,0,0,0,0,1
14,700,5,0,0,0,1,0
10,100,1,0,0,0,0,0
10,100,6,0,0,0,1,0
19,300,0,0,0,0,0,0
30,200,4,1,0,0,0,0
14,250,5,0,1,0,0,0
13,200,1,1,0,0,0,0
9,100,6,0,0,0,0,1
5,200,1,1,0,0,0,0
9,200,5,1,0,0,0,0
29,500,3,0,0,0,0,1
19,100,4,1,0,0,0,0
14,100,4,1,0,0,0,0
25,150,0,0,0,0,1,0
28,350,6,0,0,0,0,1
15,800,6,0,1,0,0,0
14,100,2,1,0,0,0,0
11,200,0,0,0,0,0,1
33,300,1,0,0,0,1,0
31,500,6,0,0,0,0,1
20,400,5,0,1,0,0,0
30,400,0,0,0,0,1,0
22,700,6,0,0,0,0,0
3,100,2,0,0,0,1,0
21,100,3,0,1,0,0,0
26,400,1,0,0,1,0,0
42,100,7,0,0,0,1,0
19,250,1,0,0,0,1,0
13,500,6,0,1,0,0,0
14,300,0,1,0,0,0,0
27,300,0,0,0,0,0,1
19,500,6,0,0,1,0,0
12,400,0,0,1,0,0,0
20,250,0,0,0,1,0,0
9,800,6,0,1,0,0,0
8,700,6,0,1,0,0,0
13,300,1,0,0,0,0,1
16,200,1,0,0,0,1,0
13,50,6,0,0,0,0,0
39,500,5,0,0,0,0,0
16,150,2,1,0,0,0,0
10,500,6,0,1,0,0,0
26,500,3,0,0,0,0,1
20,200,7,1,0,0,0,0
9,100,6,0,1,0,0,0
18,500,5,0,0,0,0,0
34,100,6,0,0,0,0,1
19,300,0,0,0,0,0,0
8,300,1,0,1,0,0,0
7,100,2,1,0,0,0,0
4,250,3,1,0,0,0,0
16,550,5,0,0,0,1,0
22,300,3,0,0,0,1,0
13,800,3,0,0,1,0,0
10,300,6,0,0,0,0,0
17,450,5,0,0,0,0,1
26,550,5,1,0,0,0,0
35,800,3,0,0,1,0,0
43,200,6,0,0,0,1,0
19,300,0,1,0,0,0,0
17,100,6,0,0,0,0,0
11,300,3,0,0,0,0,1
23,750,0,0,0,0,1,0
0,200,6,0,0,0,0,1
17,100,2,1,0,0,0,0
20,300,5,0,0,0,0,1
35,100,6,0,0,0,0,0
35,300,6,0,0,0,1,0
17,300,0,1,0,0,0,0
7,500,0,0,0,1,0,0
4,200,0,0,0,0,0,1
40,500,3,0,0,0,1,0
11,250,3,1,0,0,0,0
9,200,1,0,0,0,1,0
18,50,6,0,0,0,0,0
15,100,0,1,0,0,0,0
24,400,3,0,0,0,0,1
5,200,6,1,0,0,0,0
12,250,3,1,0,0,0,0
6,400,5,0,1,0,0,0
25,300,5,1,0,0,0,0
37,100,3,0,0,1,0,0
23,250,2,0,0,0,1,0
18,250,6,0,0,0,0,1
14,200,0,0,0,0,0,0
39,50,5,0,0,0,0,0
38,350,0,0,0,0,1,0
17,400,0,1,0,0,0,0
30,100,3,0,0,0,0,1
15,200,5,1,0,0,0,0
11,300,5,0,0,1,0,0
14,250,0,1,0,0,0,0
25,500,1,0,1,0,0,0
18,450,0,0,0,1,0,0
3,350,7,0,0,0,1,0
37,150,5,0,1,0,0,0
23,600,6,0,0,0,1,0
8,450,5,0,1,0,0,0
18,100,5,0,0,0,0,1
28,250,2,0,0,0,1,0
7,200,2,0,1,0,0,0
7,800,6,0,1,0,0,0
11,100,6,0,0,0,0,0
5,500,3,0,1,0,0,0
36,100,1,0,0,0,1,0
13,500,5,0,1,0,0,0
15,700,6,0,1,0,0,0
8,250,0,0,0,0,0,0
2,100,0,0,0,0,1,0
23,500,6,0,0,1,0,0
12,200,0,1,0,0,0,0
21,200,0,1,0,0,0,0
19,700,3,0,0,0,0,1
19,100,0,0,0,0,0,1
7,200,3,0,0,0,0,0
32,100,3,0,1,0,0,0
21,150,5,0,0,0,1,0
3,200,3,1,0,0,0,0
12,250,2,0,1,0,0,0
9,400,5,0,1,0,0,0
19,60,6,0,0,0,0,0
27,100,6,0,0,0,0,1
18,400,0,0,0,0,1,0
3,200,5,0,0,0,0,1
34,500,6,0,0,0,1,0
6,350,0,0,1,0,0,0
6,100,3,0,1,0,0,0
12,100,5,0,0,0,0,0
7,100,0,0,0,0,0,1
26,400,0,0,1,0,0,0
18,500,5,0,0,1,0,0
11,700,3,0,0,1,0,0
45,100,6,0,0,1,0,0
15,100,4,1,0,0,0,0
14,250,5,0,0,1,0,0
28,100,0,0,0,0,0,1
24,150,3,0,0,0,0,0
14,500,0,0,0,0,0,1
13,500,3,0,0,1,0,0
11,100,1,0,1,0,0,0
12,300,5,1,0,0,0,0
5,100,7,1,0,0,0,0
8,300,3,0,0,0,0,1
29,200,6,1,0,0,0,0
31,200,0,1,0,0,0,0
2,100,6,1,0,0,0,0
9,100,0,1,0,0,0,0
11,200,3,1,0,0,0,0
17,100,6,0,0,1,0,0
6,200,5,0,0,0,1,0
14,300,0,1,0,0,0,0
8,200,4,1,0,0,0,0
10,500,6,0,0,0,1,0
11,400,3,0,1,0,0,0
20,250,5,0,0,1,0,0
9,300,6,1,0,0,0,0
14,200,5,1,0,0,0,0
29,100,3,0,0,0,1,0
27,500,1,0,0,0,1,0
3,300,5,0,0,0,0,1
30,200,6,1,0,0,0,0
12,100,0,0,0,0,0,1
10,400,0,0,0,0,1,0
4,350,0,0,0,0,0,1
34,600,1,0,0,0,1,0
25,500,1,0,0,1,0,0
40,300,0,0,0,0,1,0
14,450,1,0,1,0,0,0
13,300,5,0,1,0,0,0
12,150,0,1,0,0,0,0
27,800,6,0,0,0,1,0
31,100,6,0,1,0,0,0
9,300,5,0,1,0,0,0
19,500,0,0,0,0,1,0
6,500,1,0,0,0,0,0
22,500,5,0,1,0,0,0
24,800,1,0,0,0,1,0
18,60,6,0,0,0,0,0
17,100,2,1,0,0,0,0
14,200,1,0,0,0,0,1
35,650,1,0,0,1,0,0
29,500,3,0,0,0,0,0
12,300,0,0,0,0,1,0
25,100,3,0,0,0,1,0
30,500,6,0,0,0,1,0
0,500,3,0,1,0,0,0
7,150,7,1,0,0,0,0
11,200,3,1,0,0,0,0
9,800,3,0,1,0,0,0
10,100,1,1,0,0,0,0
17,100,1,1,0,0,0,0
13,500,0,0,1,0,0,0
8,200,1,0,0,0,0,1
16,200,0,0,0,1,0,0
0,100,8,0,1,0,0,0
24,100,5,1,0,0,0,0
22,100,6,0,0,0,0,1
12,500,3,0,0,0,0,1
11,600,3,0,0,0,0,1
5,450,3,0,0,0,0,1
22,500,0,0,1,0,0,0
13,250,0,0,0,0,0,0
10,100,6,1,0,0,0,0
8,100,2,0,0,0,1,0
7,300,7,0,0,0,0,0
33,800,3,0,0,0,1,0
21,500,3,0,1,0,0,0
43,300,0,0,0,0,1,0
16,100,6,0,1,0,0,0
12,450,3,0,0,1,0,0
25,100,6,0,0,0,0,0
31,200,2,1,0,0,0,0
14,200,0,1,0,0,0,0
16,150,0,0,0,0,0,0
32,100,6,0,1,0,0,0
23,350,0,0,0,1,0,0
11,100,6,1,0,0,0,0
18,350,0,0,0,0,1,0
19,100,5,0,0,0,0,1
19,250,0,0,0,0,0,1
0,100,2,0,0,0,1,0
38,800,3,0,0,1,0,0
18,400,3,0,0,0,0,1
10,150,2,0,1,0,0,0
37,200,6,0,0,0,1,0
23,300,3,0,0,0,0,1
42,200,5,0,0,0,1,0
5,100,4,1,0,0,0,0
2,150,1,0,0,0,0,1
24,300,4,0,0,0,0,1
10,800,3,0,0,1,0,0
7,100,0,1,0,0,0,0
22,800,6,0,0,1,0,0
14,450,3,0,0,0,0,1
12,800,6,0,0,0,0,1
8,200,2,1,0,0,0,0
5,100,0,0,0,0,0,1
6,200,5,0,0,0,0,0
9,200,1,0,1,0,0,0
48,150,1,0,0,0,1,0
27,300,5,0,0,0,1,0
10,350,3,0,0,0,0,1
14,300,0,0,1,0,0,0
13,400,0,1,0,0,0,0
11,100,1,1,0,0,0,0
10,300,6,1,0,0,0,0
16,500,6,0,0,0,0,0
12,450,6,0,0,0,0,1
4,150,4,0,0,0,0,1
5,100,0,1,0,0,0,0
5,100,7,0,0,0,0,0
17,400,6,0,0,0,1,0
6,400,6,0,0,0,0,1
19,150,2,0,0,0,1,0
46,100,6,0,0,0,1,0
14,500,3,0,0,0,0,1
16,500,6,1,0,0,0,0
6,250,5,0,0,0,0,1
6,100,0,0,0,0,0,1
14,700,0,0,0,1,0,0
9,200,0,1,0,0,0,0
10,250,5,0,0,0,0,0
26,100,7,1,0,0,0,0
7,300,3,0,0,0,0,1
20,100,0,1,0,0,0,0
21,500,5,0,0,0,0,0
24,100,2,1,0,0,0,0
9,200,5,1,0,0,0,0
17,150,5,0,0,0,1,0
39,200,7,0,0,0,1,0
21,200,0,1,0,0,0,0
20,100,6,0,0,0,0,0
0,200,3,0,0,0,0,1
9,300,6,1,0,0,0,0
15,300,0,1,0,0,0,0
56,200,2,0,0,0,1,0
19,800,3,0,0,1,0,0
21,600,1,0,0,1,0,0
23,100,1,1,0,0,0,0
6,800,3,0,1,0,0,0
18,500,6,0,1,0,0,0
3,750,6,0,0,0,0,1
21,200,0,0,1,0,0,0
42,100,3,0,0,0,1,0
9,100,0,0,0,0,0,0
16,600,6,0,0,0,0,1
19,500,6,0,1,0,0,0
9,100,1,1,0,0,0,0
10,300,3,1,0,0,0,0
12,400,0,0,1,0,0,0
6,300,0,0,0,0,0,0
17,200,5,1,0,0,0,0
10,500,6,0,1,0,0,0
13,100,3,0,0,0,1,0
38,100,1,0,0,0,1,0
14,500,0,0,0,0,0,1
38,500,3,0,0,0,0,0
13,350,0,0,0,0,1,0
21,500,3,1,0,0,0,0
20,250,4,0,0,1,0,0
13,400,0,0,0,1,0,0
36,500,3,0,0,0,1,0
19,500,1,0,0,0,0,1
6,300,1,0,0,0,0,1
16,200,7,1,0,0,0,0
12,300,5,1,0,0,0,0
7,200,3,0,0,0,0,1
5,500,0,0,0,0,0,1
6,300,5,0,1,0,0,0
11,500,0,0,1,0,0,0
38,200,7,0,0,0,1,0
40,200,1,0,0,0,1,0
12,500,6,0,0,0,0,1
5,200,0,0,0,0,0,0
22,100,3,0,0,0,1,0
10,100,6,0,0,0,0,1
12,500,1,0,0,1,0,0
33,400,0,0,1,0,0,0
18,400,3,0,0,1,0,0
12,200,1,0,0,1,0,0
22,500,1,0,0,1,0,0
13,400,0,0,1,0,0,0
13,350,5,0,0,0,0,0
0,100,8,0,1,0,0,0
15,300,0,1,0,0,0,0
48,100,3,0,0,0,0,1
16,100,3,0,1,0,0,0
19,200,1,1,0,0,0,0
20,100,3,0,0,1,0,0
48,50,0,0,0,0,1,0
11,200,3,0,0,0,0,1
39,100,6,0,0,0,1,0
9,100,6,0,0,0,0,1
8,200,4,1,0,0,0,0
11,800,6,0,0,0,0,1
23,500,0,0,1,0,0,0
43,200,6,0,0,0,1,0
10,100,7,1,0,0,0,0
35,500,1,0,0,0,0,0
21,400,6,0,1,0,0,0
34,200,2,0,0,0,1,0
5,500,3,0,0,0,0,1
18,100,3,0,0,0,0,1
34,250,1,0,0,1,0,0
29,200,4,0,0,0,0,1
11,100,4,1,0,0,0,0
32,350,1,0,0,0,1,0
24,500,3,1,0,0,0,0
27,50,6,0,0,0,0,0
10,500,6,0,0,0,0,0
15,600,3,0,0,1,0,0
41,800,6,1,0,0,0,0
6,200,0,0,0,0,0,0
46,100,5,0,0,0,0,1
5,500,1,1,0,0,0,0
18,250,0,0,0,0,0,1
12,500,2,0,0,0,0,1
33,500,3,0,0,1,0,0
21,100,0,0,0,0,0,1
6,200,3,1,0,0,0,0
5,450,6,0,0,0,0,1
10,500,6,0,0,0,0,0
2,500,5,0,1,0,0,0
45,100,6,0,1,0,0,0
20,250,6,0,0,0,1,0
10,700,0,0,0,1,0,0
14,500,1,1,0,0,0,0
32,180,0,0,0,1,0,0
9,300,0,0,1,0,0,0
30,300,1,0,1,0,0,0
12,300,5,0,0,0,1,0
14,200,6,0,0,0,0,0
3,200,1,0,0,0,0,1
5,100,6,0,0,0,0,1
9,300,1,0,0,1,0,0
6,250,5,0,1,0,0,0
16,500,5,1,0,0,0,0
35,300,0,1,0,0,0,0
17,500,6,0,0,0,0,1
11,300,3,1,0,0,0,0
16,250,5,0,0,0,1,0
9,700,1,0,0,0,1,0
8,500,3,0,0,1,0,0
32,250,1,0,0,0,1,0
15,200,4,0,0,0,1,0
3,300,3,0,0,0,0,1
34,100,2,1,0,0,0,0
6,200,5,1,0,0,0,0
4,50,3,0,0,0,0,1
15,350,0,0,0,1,0,0
6,600,5,0,0,0,1,0
16,300,0,1,0,0,0,0
26,100,6,0,0,0,1,0
33,500,6,0,0,0,0,1
21,700,3,0,0,1,0,0
17,100,5,0,0,0,0,0
2,200,1,1,0,0,0,0
4,150,7,1,0,0,0,0
3,10,4,1,0,0,0,0
29,100,3,0,0,1,0,0
26,200,6,0,0,0,1,0
17,400,0,0,0,0,0,1
9,300,0,0,0,1,0,0
36,150,6,0,0,0,1,0
15,400,1,0,0,0,1,0
7,200,0,0,0,0,0,0
5,200,4,0,0,0,0,0
16,200,0,1,0,0,0,0
10,300,6,1,0,0,0,0
19,100,6,0,0,0,0,1
15,400,3,0,0,0,1,0
20,250,0,1,0,0,0,0
28,300,6,0,0,0,0,0
19,400,0,0,0,0,1,0
13,500,6,0,0,0,0,1
5,500,6,0,1,0,0,0
20,50,6,0,0,0,0,0
9,150,1,1,0,0,0,0
12,600,0,0,0,0,0,1
18,100,6,0,0,1,0,0
11,250,5,1,0,0,0,0
14,100,6,0,0,0,0,0
19,500,0,1,0,0,0,0
18,60,6,0,0,0,0,0
25,350,0,0,0,0,1,0
12,500,5,0,0,0,1,0
18,500,3,1,0,0,0,0
14,700,3,0,1,0,0,0
19,300,5,0,0,1,0,0
6,150,5,0,0,0,0,0
12,200,0,0,0,0,0,0
30,100,5,0,0,0,0,0
5,200,0,1,0,0,0,0
14,300,3,1,0,0,0,0
14,800,5,0,1,0,0,0
11,500,3,0,0,0,0,0
6,150,1,1,0,0,0,0
18,500,5,0,0,0,1,0
19,200,6,1,0,0,0,0
0,100,6,0,0,0,1,0
4,400,0,0,0,1,0,0
28,100,5,0,0,0,0,1
28,100,6,0,0,0,1,0
19,150,2,1,0,0,0,0
10,200,5,1,0,0,0,0
7,500,6,0,0,1,0,0
8,250,1,1,0,0,0,0
4,200,1,1,0,0,0,0
10,300,6,1,0,0,0,0
18,250,2,0,1,0,0,0
4,300,5,0,1,0,0,0
13,300,1,0,0,1,0,0
24,100,6,0,0,1,0,0
11,150,2,1,0,0,0,0
8,300,5,0,1,0,0,0
14,300,5,0,1,0,0,0
22,400,3,1,0,0,0,0
9,500,3,0,0,0,0,0
5,200,0,1,0,0,0,0
13,300,0,0,1,0,0,0
18,920,6,0,0,0,0,1
22,300,3,0,0,1,0,0
12,600,0,0,0,1,0,0
12,500,0,0,1,0,0,0
21,300,5,0,0,0,0,1
13,500,3,0,1,0,0,0
12,300,0,0,0,0,1,0
7,200,0,1,0,0,0,0
6,500,3,0,1,0,0,0
38,300,3,0,0,0,1,0
46,100,5,0,0,0,1,0
13,300,3,1,0,0,0,0
18,200,6,0,0,0,0,0
39,250,2,0,0,0,1,0
8,200,1,0,0,0,1,0
12,450,3,1,0,0,0,0
9,500,6,0,1,0,0,0
10,100,0,0,0,0,0,1
43,100,3,0,0,0,1,0
12,100,3,0,0,0,1,0
10,100,6,0,0,0,0,1
10,250,3,0,0,0,0,1
8,200,6,1,0,0,0,0
17,500,0,0,1,0,0,0
16,500,3,0,0,0,0,1
10,600,5,0,0,0,1,0
19,300,3,1,0,0,0,0
9,600,6,0,1,0,0,0
12,450,5,0,1,0,0,0
15,150,0,0,0,0,0,0
6,100,2,0,0,0,1,0
4,500,0,0,0,0,0,1
13,400,0,0,1,0,0,0
23,500,6,0,0,0,0,1
9,750,6,0,0,0,0,1
11,150,1,1,0,0,0,0
12,100,3,0,1,0,0,0
7,100,2,1,0,0,0,0
19,100,0,1,0,0,0,0
11,200,1,0,0,0,0,1
13,600,0,0,0,1,0,0
9,500,3,1,0,0,0,0
18,100,0,0,0,0,0,0
18,200,6,1,0,0,0,0
20,100,1,1,0,0,0,0
38,100,5,0,0,0,1,0
7,400,5,0,1,0,0,0
17,250,1,0,0,1,0,0
29,100,3,0,0,0,0,0
32,600,3,1,0,0,0,0
22,300,0,0,0,0,1,0
7,300,6,1,0,0,0,0
16,50,6,0,0,0,0,1
0,100,8,0,1,0,0,0
25,300,5,0,0,0,1,0
14,250,0,0,0,0,1,0
47,500,6,0,0,0,0,1
23,200,5,1,0,0,0,0
15,800,6,0,1,0,0,0
5,100,5,0,0,1,0,0
21,500,3,0,0,1,0,0
18,500,6,0,0,1,0,0
29,300,1,0,0,0,1,0
29,300,6,1,0,0,0,0
26,100,6,0,0,0,0,0
3,250,0,1,0,0,0,0
16,100,3,0,0,1,0,0
13,100,1,0,0,0,0,0
41,300,1,0,0,0,1,0
8,500,1,0,1,0,0,0
19,100,0,0,1,0,0,0
22,600,0,1,0,0,0,0
5,300,5,0,0,0,0,1
18,600,6,0,0,1,0,0
13,300,5,0,0,0,0,1
27,800,3,0,0,1,0,0
18,800,3,0,0,1,0,0
8,500,1,1,0,0,0,0
0,100,8,0,1,0,0,0
7,500,6,0,0,0,0,0
12,100,6,0,0,0,0,0
5,600,6,0,0,0,0,1
9,300,3,0,0,0,0,1
6,100,3,0,1,0,0,0
5,200,7,1,0,0,0,0
10,300,3,0,1,0,0,0
8,300,5,0,1,0,0,0
11,200,1,1,0,0,0,0
7,100,1,1,0,0,0,0
15,500,3,0,1,0,0,0
20,100,0,0,0,0,1,0
34,500,0,0,1,0,0,0
6,500,1,0,0,1,0,0
2,100,4,0,0,0,0,0
5,100,1,0,0,1,0,0
12,500,1,0,1,0,0,0
10,150,2,0,0,0,1,0
16,300,5,0,0,1,0,0
28,100,6,0,1,0,0,0
13,100,2,1,0,0,0,0
7,200,5,0,0,0,0,1
11,100,0,0,0,0,0,1
13,300,1,0,1,0,0,0
0,200,5,1,0,0,0,0
12,400,5,0,1,0,0,0
2,250,6,0,0,0,0,1
20,200,5,1,0,0,0,0
12,400,3,0,1,0,0,0
14,300,1,0,0,0,0,0
43,100,6,0,0,0,1,0
15,150,0,0,0,0,0,0
33,250,0,0,1,0,0,0
17,200,0,0,0,0,0,0
51,100,1,0,0,0,1,0
11,300,5,0,0,0,1,0
18,150,6,0,0,0,0,1
